curve_num,model,n,n_unique_time,dynamic_range,rss,aic,bic,params,Species,Temp,Medium,PopBio_units,min_aic_curve,min_bic_curve,delta_aic,delta_bic
5,gompertz,28,28,0.0077946568884232,0.0001060357241532,-343.55029229377925,-339.55367876325363,"0.00874171,1.36705e-14,23.8173",Bacillus.pumilus,5,TSB,OD_595,-351.66855011655304,-347.6719365860274,8.118257822773785,8.118257822773785
6,quadratic,28,28,0.3782991202346041,0.0024957005344551,-255.11092907287176,-251.11431554234616,"-0.019938,0.00114386,-7.48991e-07",Clavibacter.michiganensis,5,TSB,OD_595,-272.8858548614675,-267.5570368207667,17.774925788595766,16.44272127842055
6,cubic,28,28,0.3782991202346041,0.001231609826317,-272.8858548614675,-267.5570368207667,"0.00175103,0.000796349,4.83651e-07,-1.18483e-09",Clavibacter.michiganensis,5,TSB,OD_595,-272.8858548614675,-267.5570368207667,0.0,0.0
6,logistic,28,28,0.3782991202346041,0.0024425445928353,-255.71374396560367,-251.71713043507805,"0.407053,0.00929186,245.169",Clavibacter.michiganensis,5,TSB,OD_595,-272.8858548614675,-267.5570368207667,17.172110895863852,15.839906385688664
6,gompertz,28,28,0.3782991202346041,0.0014709115721267,-269.9141689770717,-265.9175554465461,"0.431875,0.00587564,188.666",Clavibacter.michiganensis,5,TSB,OD_595,-272.8858548614675,-267.5570368207667,2.9716858843958107,1.6394813742206225
7,quadratic,28,28,0.2727272727272727,0.0195365757956775,-197.4947991622732,-193.4981856317476,"-0.019595,0.00142823,-1.72382e-06",Pseudomonas.fluorescens.1,5,TSB,OD_595,-220.06773812707883,-214.738920086378,22.572938964805616,21.2407344546304
7,cubic,28,28,0.2727272727272727,0.0081228690859711,-220.06773812707883,-214.738920086378,"-0.0856332,0.00248039,-5.44859e-06,3.5774e-09",Pseudomonas.fluorescens.1,5,TSB,OD_595,-220.06773812707883,-214.738920086378,0.0,0.0
7,logistic,28,28,0.2727272727272727,0.0130480334348663,-208.79702611893333,-204.8004125884077,"0.244903,0.0326949,124.531",Pseudomonas.fluorescens.1,5,TSB,OD_595,-220.06773812707883,-214.738920086378,11.270712008145495,9.938507497970278
7,gompertz,28,28,0.2727272727272727,0.0151146292612829,-204.68030729463817,-200.68369376411252,"0.244978,0.0241666,103.689",Pseudomonas.fluorescens.1,5,TSB,OD_595,-220.06773812707883,-214.738920086378,15.387430832440657,14.055226322265469
8,quadratic,28,28,0.1671554252199412,0.0033437648249417,-246.9201478685716,-242.92353433804595,"-0.039269,0.000759733,-7.19671e-07",Pseudomonas.fluorescens.2,5,TSB,OD_595,-267.5984975482598,-263.60188401773416,20.678349679688182,20.67834967968821
8,cubic,28,28,0.1671554252199412,0.0016822596576214,-264.1550122253775,-258.8261941846767,"-0.0138517,0.000357422,6.99459e-07,-1.35914e-09",Pseudomonas.fluorescens.2,5,TSB,OD_595,-267.5984975482598,-263.60188401773416,3.4434853228822817,4.77568983305747
8,logistic,28,28,0.1671554252199412,0.0015977316054837,-267.5984975482598,-263.60188401773416,"0.159628,0.016737,216.361",Pseudomonas.fluorescens.2,5,TSB,OD_595,-267.5984975482598,-263.60188401773416,0.0,0.0
8,gompertz,28,28,0.1671554252199412,0.0025679668986638,-254.3116682135506,-250.31505468302495,"0.161958,0.0112729,176.502",Pseudomonas.fluorescens.2,5,TSB,OD_595,-267.5984975482598,-263.60188401773416,13.286829334709182,13.28682933470921
9,quadratic,28,28,0.1108504398826975,0.0005149006536703,-299.3047505642086,-295.3081370336829,"0.0105506,0.000418513,-3.95561e-07",Acinetobacter.clacoaceticus.1,5,TSB,OD_595,-299.3047505642086,-295.3081370336829,0.0,0.0
9,cubic,28,28,0.1108504398826975,0.0005146189213489,-297.3200751979283,-291.9912571572275,"0.0102218,0.000423735,-4.13998e-07,1.76651e-11",Acinetobacter.clacoaceticus.1,5,TSB,OD_595,-299.3047505642086,-295.3081370336829,1.9846753662802712,3.3168798764554026
9,logistic,28,28,0.1108504398826975,0.0005635230742643,-296.7781900466489,-292.78157651612327,"0.120114,0.0112791,143.406",Acinetobacter.clacoaceticus.1,5,TSB,OD_595,-299.3047505642086,-295.3081370336829,2.5265605175596875,2.5265605175596306
9,gompertz,28,28,0.1108504398826975,0.0006480275067113,-292.8658938736657,-288.86928034314013,"0.122277,0.00811435,94.2902",Acinetobacter.clacoaceticus.1,5,TSB,OD_595,-299.3047505642086,-295.3081370336829,6.4388566905428775,6.438856690542764
10,quadratic,28,28,0.0985337243401758,0.0004803443671084,-301.2499301197931,-297.25331658926746,"0.00509266,0.000400941,-3.9034e-07",Acinetobacter.clacoaceticus.2,5,TSB,OD_595,-301.7621749417266,-297.25331658926746,0.512244821933507,0.0
10,cubic,28,28,0.0985337243401758,0.000439123304193,-301.7621749417266,-296.4333569010258,"0.00108072,0.000464472,-6.14629e-07,2.15014e-10",Acinetobacter.clacoaceticus.2,5,TSB,OD_595,-301.7621749417266,-297.25331658926746,0.0,0.8199596882416813
10,logistic,28,28,0.0985337243401758,0.0005626949341079,-296.8193684479636,-292.822754917438,"0.105137,0.0129794,141.868",Acinetobacter.clacoaceticus.2,5,TSB,OD_595,-301.7621749417266,-297.25331658926746,4.942806493762987,4.43056167182948
10,gompertz,28,28,0.0985337243401758,0.0005256936754202,-298.723898952589,-294.7272854220634,"0.106727,0.00935703,98.3676",Acinetobacter.clacoaceticus.2,5,TSB,OD_595,-301.7621749417266,-297.25331658926746,3.03827598913756,2.526031167204053
11,quadratic,28,28,0.2121739130434783,0.0076545500135685,-223.73046726310127,-219.73385373257565,"-0.0189897,0.00111064,-1.23943e-06",Stenotrophomonas.maltophilia.1,5,TSB,OD_595,-259.34047302034054,-255.3438594898149,35.610005757239264,35.610005757239236
11,cubic,28,28,0.2121739130434783,0.0040144362729887,-239.80175999178743,-234.47294195108665,"-0.0555995,0.00169887,-3.32891e-06,2.01097e-09",Stenotrophomonas.maltophilia.1,5,TSB,OD_595,-259.34047302034054,-255.3438594898149,19.538713028553104,20.870917538728236
11,logistic,28,28,0.2121739130434783,0.0021458040360919,-259.34047302034054,-255.3438594898149,"0.210503,0.0260217,137.706",Stenotrophomonas.maltophilia.1,5,TSB,OD_595,-259.34047302034054,-255.3438594898149,0.0,0.0
11,gompertz,28,28,0.2121739130434783,0.0033396688663518,-246.95446760904375,-242.95785407851812,"0.211404,0.0182695,111.562",Stenotrophomonas.maltophilia.1,5,TSB,OD_595,-259.34047302034054,-255.3438594898149,12.386005411296793,12.386005411296765
12,quadratic,28,28,0.2521739130434784,0.0034299684570457,-246.207444278114,-242.21083074758835,"-0.0391889,0.00111534,-1.02574e-06",Stenotrophomonas.maltophilia.2,5,TSB,OD_595,-274.8758425635516,-270.879229033026,28.668398285437604,28.668398285437632
12,cubic,28,28,0.2521739130434784,0.0022908281429911,-255.5092992691944,-250.1804812284936,"-0.0184057,0.000783592,1.49989e-07,-1.13007e-09",Stenotrophomonas.maltophilia.2,5,TSB,OD_595,-274.8758425635516,-270.879229033026,19.3665432943572,20.69874780453239
12,logistic,28,28,0.2521739130434784,0.0012320503066554,-274.8758425635516,-270.879229033026,"0.261172,0.0144317,200.846",Stenotrophomonas.maltophilia.2,5,TSB,OD_595,-274.8758425635516,-270.879229033026,0.0,0.0
12,gompertz,28,28,0.2521739130434784,0.002591352690867,-254.05783370889495,-250.06122017836933,"0.266913,0.00957936,156.88",Stenotrophomonas.maltophilia.2,5,TSB,OD_595,-274.8758425635516,-270.879229033026,20.818008854656654,20.818008854656654
13,quadratic,28,28,0.3443478260869571,0.025874856347392,-189.62726650260728,-185.6306529720817,"0.0423356,0.00165431,-1.84618e-06",Klebsiella.pneumonia,5,TSB,OD_595,-238.59004913856745,-234.59343560804183,48.96278263596017,48.96278263596014
13,cubic,28,28,0.3443478260869571,0.0092244593143377,-216.5068339320893,-211.17801589138853,"-0.0368393,0.00291904,-6.32997e-06,4.31005e-09",Klebsiella.pneumonia,5,TSB,OD_595,-238.59004913856745,-234.59343560804183,22.083215206478144,23.415419716653304
13,logistic,28,28,0.3443478260869571,0.0045023563423002,-238.59004913856745,-234.59343560804183,"0.380085,0.0243191,105.464",Klebsiella.pneumonia,5,TSB,OD_595,-238.59004913856745,-234.59343560804183,0.0,0.0
13,gompertz,28,28,0.3443478260869571,0.0065881894519985,-227.9310741634008,-223.9344606328752,"0.382048,0.0173776,79.4822",Klebsiella.pneumonia,5,TSB,OD_595,-238.59004913856745,-234.59343560804183,10.658974975166643,10.658974975166643
14,quadratic,28,28,0.0104347826086962,9.824291405230672e-05,-345.68761436468844,-341.6910008341628,"0.0157999,-5.67999e-05,7.93876e-08",Dickeya.zeae,5,TSB,OD_595,-345.68761436468844,-341.6910008341628,0.0,0.0
14,cubic,28,28,0.0104347826086962,9.711238523880768e-05,-344.01169218874804,-338.68287414804723,"0.0164581,-6.72587e-05,1.16326e-07,-3.54e-11",Dickeya.zeae,5,TSB,OD_595,-345.68761436468844,-341.6910008341628,1.6759221759404,3.008126686115588
14,logistic,28,28,0.0104347826086962,0.0002993248717353,-314.49319559738706,-310.49658206686144,"0.017267,1.03364e-13,274.149",Dickeya.zeae,5,TSB,OD_595,-345.68761436468844,-341.6910008341628,31.194418767301386,31.194418767301386
14,gompertz,28,28,0.0104347826086962,0.0002993248717287,-314.4931955980103,-310.49658206748467,"0.0234684,4.5587e-14,264.899",Dickeya.zeae,5,TSB,OD_595,-345.68761436468844,-341.6910008341628,31.194418766678154,31.194418766678154
15,quadratic,29,29,0.0365217391304353,0.0002207350214599,-335.78945870802045,-331.687571218061,"0.00670278,-5.68222e-05,1.40065e-07",Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2,5,TSB,OD_595,-368.88032063137007,-363.41113731142417,33.09086192334962,31.72356609336316
15,cubic,29,29,0.0365217391304353,6.582062655777241e-05,-368.88032063137007,-363.41113731142417,"0.00165833,4.12695e-05,-2.3053e-07,3.67327e-10",Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2,5,TSB,OD_595,-368.88032063137007,-363.41113731142417,0.0,0.0
15,logistic,29,29,0.0365217391304353,0.0001742239103006,-342.6514871807352,-338.5495996907758,"0.0699582,0.00943353,672.198",Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2,5,TSB,OD_595,-368.88032063137007,-363.41113731142417,26.228833450634852,24.86153762064839
15,gompertz,29,29,0.0365217391304353,0.0002376840586815,-333.6440583402661,-329.54217085030666,"0.0932498,0.0042824,672.198",Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2,5,TSB,OD_595,-368.88032063137007,-363.41113731142417,35.23626229110397,33.86896646111751
16,quadratic,28,28,0.4347826086956521,0.055909690486116,-168.05421796181395,-164.05760443128833,"-0.0682876,0.0023586,-2.6446e-06",Pantoea.agglomerans..RDA.R.,5,TSB,OD_595,-225.47459654052528,-221.4779830099997,57.420378578711336,57.420378578711365
16,cubic,28,28,0.4347826086956521,0.0295215067014217,-183.93554101978216,-178.60672297908135,"-0.169292,0.00396026,-8.30435e-06,5.42927e-09",Pantoea.agglomerans..RDA.R.,5,TSB,OD_595,-225.47459654052528,-221.4779830099997,41.53905552074312,42.871260030918336
16,logistic,28,28,0.4347826086956521,0.0071922921129007,-225.47459654052528,-221.4779830099997,"0.412331,0.0369379,140.677",Pantoea.agglomerans..RDA.R.,5,TSB,OD_595,-225.47459654052528,-221.4779830099997,0.0,0.0
16,gompertz,28,28,0.4347826086956521,0.0082642399726595,-221.5846165444222,-217.58800301389655,"0.413292,0.0267889,122.874",Pantoea.agglomerans..RDA.R.,5,TSB,OD_595,-225.47459654052528,-221.4779830099997,3.8899799961030794,3.8899799961031363
17,quadratic,28,28,0.0105073111216548,0.00013304569243,-337.1966285107625,-333.20001498023686,"0.00767403,-1.33062e-05,7.96627e-09",Dickeya.zeae..RDA.R.,5,TSB,OD_595,-337.7524295785393,-333.20001498023686,0.5558010677768266,0.0
17,cubic,28,28,0.0105073111216548,0.0001214392347015,-337.7524295785393,-332.4236115378385,"0.00972607,-4.62896e-05,1.24892e-07,-1.12211e-10",Dickeya.zeae..RDA.R.,5,TSB,OD_595,-337.7524295785393,-333.20001498023686,0.0,0.7764034423983617
17,logistic,28,28,0.0105073111216548,0.0002078566814841,-324.7042552031603,-320.7076416726347,"0.00433883,0.61826,22.3493",Dickeya.zeae..RDA.R.,5,TSB,OD_595,-337.7524295785393,-333.20001498023686,13.048174375379006,12.492373307602179
17,gompertz,28,28,0.0105073111216548,0.0002117538104461,-324.18414071289504,-320.1875271823694,"0.00433144,0.595346,22.3493",Dickeya.zeae..RDA.R.,5,TSB,OD_595,-337.7524295785393,-333.20001498023686,13.568288865644263,13.012487797867436
18,quadratic,28,28,0.0344278962578637,0.0002384709406759,-320.85709300338607,-316.86047947286045,"0.017467,0.000107488,-9.75797e-08",Acinetobacter.clacoaceticus..RDA.R.,5,TSB,OD_595,-320.85709300338607,-316.86047947286045,0.0,0.0
18,cubic,28,28,0.0344278962578637,0.0002382091726547,-318.88784530508855,-313.55902726438774,"0.0177775,0.000102508,-7.99287e-08,-1.6947e-11",Acinetobacter.clacoaceticus..RDA.R.,5,TSB,OD_595,-320.85709300338607,-316.86047947286045,1.9692476982975222,3.3014522084727105
18,logistic,28,28,0.0344278962578637,0.0002470782652178,-319.86427771720804,-315.8676641866824,"0.0479002,0.00761512,65.9452",Acinetobacter.clacoaceticus..RDA.R.,5,TSB,OD_595,-320.85709300338607,-316.86047947286045,0.992815286178029,0.992815286178029
18,gompertz,28,28,0.0344278962578637,0.0002653174757026,-317.8700622552891,-313.8734487247635,"0.0484342,0.00653694,23.562",Acinetobacter.clacoaceticus..RDA.R.,5,TSB,OD_595,-320.85709300338607,-316.86047947286045,2.98703074809697,2.98703074809697
19,quadratic,28,28,0.1486403716871953,0.0026949216881612,-252.960538015614,-248.9639244850884,"-0.0261261,0.000511251,-3.44367e-07",Stenotrophomonas.maltophilia..RDA.R.,5,TSB,OD_595,-299.8177719670915,-295.8211584365659,46.857233951477525,46.8572339514775
19,cubic,28,28,0.1486403716871953,0.0005673424621249,-294.5890547988486,-289.2602367581478,"0.00183942,6.26808e-05,1.24534e-06,-1.52579e-09",Stenotrophomonas.maltophilia..RDA.R.,5,TSB,OD_595,-299.8177719670915,-295.8211584365659,5.228717168242895,6.560921678418083
19,logistic,28,28,0.1486403716871953,0.0005055524458887,-299.8177719670915,-295.8211584365659,"0.157553,0.0122696,267.121",Stenotrophomonas.maltophilia..RDA.R.,5,TSB,OD_595,-299.8177719670915,-295.8211584365659,0.0,0.0
19,gompertz,28,28,0.1486403716871953,0.0009582131407023,-281.91405523549844,-277.9174417049728,"0.165208,0.00759902,218.964",Stenotrophomonas.maltophilia..RDA.R.,5,TSB,OD_595,-299.8177719670915,-295.8211584365659,17.90371673159308,17.90371673159308
20,quadratic,28,28,0.0086956521739135,0.0001129589696413,-341.7793316447272,-337.78271811420154,"0.0141759,-4.98311e-05,7.20322e-08",Klebsiella.pneumonia..RDA.R.,5,TSB,OD_595,-341.7793316447272,-337.78271811420154,0.0,0.0
20,cubic,28,28,0.0086956521739135,0.0001105264843749,-340.3888771523471,-335.0600591116463,"0.0151453,-6.52148e-05,1.26363e-07,-5.20756e-11",Klebsiella.pneumonia..RDA.R.,5,TSB,OD_595,-341.7793316447272,-337.78271811420154,1.3904544923801154,2.722659002555247
20,logistic,28,28,0.0086956521739135,0.0002759198035824,-316.7729347185086,-312.776321187983,"0.0166927,6.33487e-05,671.042",Klebsiella.pneumonia..RDA.R.,5,TSB,OD_595,-341.7793316447272,-337.78271811420154,25.0063969262186,25.006396926218542
20,gompertz,28,28,0.0086956521739135,0.0002759199993311,-316.7729148541826,-312.776301323657,"0.0226869,3.15471e-05,671.041",Klebsiella.pneumonia..RDA.R.,5,TSB,OD_595,-341.7793316447272,-337.78271811420154,25.00641679054462,25.006416790544563
21,quadratic,28,28,0.0078564518414907,0.000124561629253,-339.04160489772266,-335.04499136719704,"-0.00215254,7.97972e-06,-9.27174e-09",Bacillus.pumilus..RDA.R.,5,TSB,OD_595,-339.5081707068783,-335.04499136719704,0.4665658091556111,0.0
21,cubic,28,28,0.0078564518414907,0.0001140582144887,-339.5081707068783,-334.17935266617746,"-0.0041408,3.96938e-05,-1.21376e-07,1.07443e-10",Bacillus.pumilus..RDA.R.,5,TSB,OD_595,-339.5081707068783,-335.04499136719704,0.0,0.8656387010195772
21,logistic,28,28,0.0078564518414907,0.0001500241854079,-333.83371942764177,-329.83710589711615,"2.0759e-05,0.105226,645.278",Bacillus.pumilus..RDA.R.,5,TSB,OD_595,-339.5081707068783,-335.04499136719704,5.674451279236507,5.207885470080896
21,gompertz,28,28,0.0078564518414907,0.0001500150850955,-333.8354179302966,-329.838804399771,"8.59366e-06,0.0595593,653.392",Bacillus.pumilus..RDA.R.,5,TSB,OD_595,-339.5081707068783,-335.04499136719704,5.67275277658166,5.206186967426049
22,quadratic,28,28,0.2964267008447998,0.002585789136355,-254.11801347275087,-250.12139994222525,"-0.00714099,0.000719346,-3.10524e-07",Clavibacter.michiganensis..RDA.R.,5,TSB,OD_595,-279.6055658575414,-274.2767478168406,25.487552384790547,24.15534787461536
22,cubic,28,28,0.2964267008447998,0.0009688286031237,-279.6055658575414,-274.2767478168406,"0.0173727,0.000327034,1.07904e-06,-1.33368e-09",Clavibacter.michiganensis..RDA.R.,5,TSB,OD_595,-279.6055658575414,-274.2767478168406,0.0,0.0
22,logistic,28,28,0.2964267008447998,0.0013505048829161,-272.3054758197713,-268.30886228924567,"0.337557,0.00799118,289.839",Clavibacter.michiganensis..RDA.R.,5,TSB,OD_595,-279.6055658575414,-274.2767478168406,7.300090037770133,5.9678855275949445
22,gompertz,28,28,0.2964267008447998,0.001301779307474,-273.33437734849537,-269.33776381796974,"0.375522,0.00463292,235.15",Clavibacter.michiganensis..RDA.R.,5,TSB,OD_595,-279.6055658575414,-274.2767478168406,6.2711885090460555,4.938983998870867
23,quadratic,21,21,0.2933333333333331,0.0168138002692324,-143.73163218090303,-140.59806486773277,"0.0619979,0.00194475,-3.25659e-06",Chryseobacterium.balustinum,15,TSB,OD_595,-187.4358109786792,-183.2577212277855,43.704178797776166,42.659656360052736
23,cubic,21,21,0.2933333333333331,0.0019075325099295,-187.4358109786792,-183.2577212277855,"0.000796333,0.00357863,-1.18015e-05,1.17516e-08",Chryseobacterium.balustinum,15,TSB,OD_595,-187.4358109786792,-183.2577212277855,0.0,0.0
23,logistic,21,21,0.2933333333333331,0.004351534328762,-172.11673350534292,-168.98316619217266,"0.317823,0.0385455,58.1464",Chryseobacterium.balustinum,15,TSB,OD_595,-187.4358109786792,-183.2577212277855,15.319077473336279,14.274555035612849
23,gompertz,21,21,0.2933333333333331,0.0057419491051374,-166.29405897182622,-163.16049165865596,"0.318794,0.0275136,40.7212",Chryseobacterium.balustinum,15,TSB,OD_595,-187.4358109786792,-183.2577212277855,21.141752006852983,20.097229569129553
24,quadratic,29,29,0.8240000000000002,0.6508409502795921,-104.10678856588808,-100.00490107592866,"0.234682,0.00485477,-8.2013e-06",Enterobacter.sp.,15,TSB,OD_595,-195.86900769653263,-191.7671202065732,91.76221913064455,91.76221913064454
24,cubic,29,29,0.8240000000000002,0.3122803576955899,-123.40334252626224,-117.93415920631634,"0.156913,0.0100175,-3.99777e-05,4.68566e-08",Enterobacter.sp.,15,TSB,OD_595,-195.86900769653263,-191.7671202065732,72.4656651702704,73.83296100025686
24,logistic,29,29,0.8240000000000002,0.0389734769642333,-185.7529233890721,-181.65103589911269,"0.825572,0.437205,8.87919",Enterobacter.sp.,15,TSB,OD_595,-195.86900769653263,-191.7671202065732,10.11608430746054,10.116084307460511
24,gompertz,29,29,0.8240000000000002,0.0274962833208871,-195.86900769653263,-191.7671202065732,"0.832011,0.141753,8.64144",Enterobacter.sp.,15,TSB,OD_595,-195.86900769653263,-191.7671202065732,0.0,0.0
25,quadratic,27,23,0.701333333333334,0.6786091513809973,-93.45576379033396,-89.56825319232095,"0.216727,0.00298337,-6.67101e-06",Pantoea.agglomerans.1,15,TSB,OD_595,-132.75133634354538,-127.56798887952806,39.295572553211414,37.99973568720711
25,cubic,27,23,0.701333333333334,0.1470216254433128,-132.75133634354538,-127.56798887952806,"0.0476784,0.0101628,-4.76982e-05,5.84246e-08",Pantoea.agglomerans.1,15,TSB,OD_595,-132.75133634354538,-127.56798887952806,0.0,0.0
25,logistic,27,23,0.701333333333334,0.5603965635870761,-98.62358149057836,-94.73607089256538,"0.452897,0.232788,17.8507",Pantoea.agglomerans.1,15,TSB,OD_595,-132.75133634354538,-127.56798887952806,34.127754852967016,32.83191798696268
25,gompertz,27,23,0.701333333333334,0.5611716348413432,-98.58626422850575,-94.69875363049276,"0.452628,0.154618,13.6442",Pantoea.agglomerans.1,15,TSB,OD_595,-132.75133634354538,-127.56798887952806,34.16507211503962,32.8692352490353
26,quadratic,27,26,0.794666666666667,0.920500024105944,-85.22422818938723,-81.33671759137425,"0.249453,0.00168486,-4.39515e-06",Pantoea.agglomerans.2,15,TSB,OD_595,-104.72027200134374,-99.53692453732644,19.49604381195651,18.20020694595219
26,cubic,27,26,0.794666666666667,0.4152028749361867,-104.72027200134374,-99.53692453732644,"0.0864424,0.00839421,-4.32729e-05,5.61401e-08",Pantoea.agglomerans.2,15,TSB,OD_595,-104.72027200134374,-99.53692453732644,0.0,0.0
26,logistic,27,26,0.794666666666667,0.8267559199090369,-88.12423108267681,-84.23672048466383,"0.34818,0.689821,11.5117",Pantoea.agglomerans.2,15,TSB,OD_595,-104.72027200134374,-99.53692453732644,16.59604091866693,15.300204052662608
26,gompertz,27,26,0.794666666666667,0.8268107393125403,-88.12244086286695,-84.23493026485397,"0.348262,0.404368,10.5573",Pantoea.agglomerans.2,15,TSB,OD_595,-104.72027200134374,-99.53692453732644,16.597831138476792,15.30199427247247
27,quadratic,22,22,0.1680000000000006,0.0042745902000942,-182.01440887182,-178.74128151174506,"0.0081961,0.00119636,-2.31609e-06",Bacillus.pumilus,15,TSB,OD_595,-203.26359988978535,-198.89943007635213,21.24919101796536,20.158148564607075
27,cubic,22,22,0.1680000000000006,0.0014857308829698,-203.26359988978535,-198.89943007635213,"-0.0103751,0.00180279,-5.65611e-06,4.7023e-09",Bacillus.pumilus,15,TSB,OD_595,-203.26359988978535,-198.89943007635213,0.0,0.0
27,logistic,22,22,0.1680000000000006,0.0164936621586959,-152.30807380999286,-149.03494644991792,"0.13243,0.044991,60.2613",Bacillus.pumilus,15,TSB,OD_595,-203.26359988978535,-198.89943007635213,50.95552607979249,49.86448362643421
27,gompertz,22,22,0.1680000000000006,0.0170141389324384,-151.62456670506648,-148.35143934499155,"0.132328,0.032697,43.5841",Bacillus.pumilus,15,TSB,OD_595,-203.26359988978535,-198.89943007635213,51.63903318471887,50.547990731360585
